Titulo,Link,Link_img,Marca,Precio_Online,Precio_Normal,Cant_disponible,Atributos,Detalles
"Laptop HP 15-dy2050la 15.6"" Intel Core i3-1115G4 256GB+16 SSD+Optane 8GB RAM + Cámara Web Miray CWM-12",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-hp-15-dy2050la-15-6-intel-core-i3-1115g4-256gb-16-ssd-optane-8gb-ram-camara-web-miray-cwm-12,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/c/1/c109164.jpg,HP,"1,699.00","2,399.00",Disponible más de 10 unidades, Marca,HP
"Laptop Huawei MateBook D14 14"" FHD IPS i3-10110U 256GB SSD 8GB RAM Windows Home",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-huawei-matebook-d14-14-fhd-ips-i3-10110u-256gb-ssd-8gb-ram-windows-home,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/d/1/d14_i3_tiff.jpg,HUAWEI,"1,799.00","1,999.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Bahía de almacenamiento expandible, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Modelo de tarjeta gráfica, Entradas HDMI, Entradas USB 2.0, Entradas USB 3.0, Entradas USB tipo C, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Alto, Ancho, Profundidad, Peso, Alto empaque, Ancho empaque, Profundidad empaque, Peso con empaque, Incluye lápiz táctil, Incluye, Garantía del proveedor","HUAWEI,NobelB-WAI9B,14"",IPS,FHD,1920x1080 px,Intel Core i3-10110U 10ma,2,1.60GHz hasta 4.20GHz ,8 GB,DDR4,No,256 GB,SSD,Windows 10 Home,Integrada,Intel UHD Graphics 620,1,1,1,1,Jack 3.5  mm,Sí,5.0,No,1 MP,Sí,Sí,2,Sí,No,Sí,Lithium polymer,Hasta 8 horas,214.8 mm,322.5 mm,15.9 mm,Aprox. 1.38 kg,28,3 cm,40,9 cm,7,2 cm,2,01 kg,No,Guía de inicio rápido, Adaptador de corriente de 65 W, Cable cargador USB-C,1 año"
"Laptop Acer Swift SF314-511-579K 14"" Intel Core i5-1135G7 512GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-acer-sf314-511-579k-14-intel-core-i5-1135g7-512gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/s/f/sf314-511-579k_mesa_de_trabajo_1.jpg,ACER,"3,599.00","3,899.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Bahía de almacenamiento expandible, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Modelo de tarjeta gráfica, Tasa de refresco, Entradas HDMI, Entradas USB 2.0, Entradas USB 3.1, Entradas USB tipo C, Puertos RJ45, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","ACER,SF314-511-579K,14"",LED IPS,FHD,1920x1080 px,i5-1135G7 11va,Quad Core,2.40 Ghz,8 GB,DDR4,No,512 GB,SSD,Windows 10 Home,Dedicada,Intel Iris Xe Graphics,60Hz,1,1,1,1,1,Jack 3.5 mm,Sí,5.0,No,HD 1MP,Sí,TrueHarmony,Sí,2,No,Sí,No,Ion Litio (Li-Ion) 3 celdas,Hasta 13 horas,48W,15.95 mm,323.4 mm,218.9 mm,1.2 kg,No,Adaptador de corriente, Cable alimentación,1 año"
"Laptop Acer A515-54-30MJ 15.6"" Intel Core i3-10110U 256GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-acer-a515-54-30mj-15-6-intel-core-i3-10110u-256gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/a/5/a515-54-30mj_mesa-de-trabajo-1-copia-16.jpg,ACER,"1,799.00","2,259.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Bahía de almacenamiento expandible, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Modelo de tarjeta gráfica, Tasa de refresco, Entradas HDMI, Entradas USB 2.0, Entradas USB 3.1, Entradas USB tipo C, Puertos RJ45, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","ACER,A515-54-30MJ,15.6"",LED IPS LCD,FHD,1920x1080 px,i3-10110U 10ma,Dual Core,2.10 Ghz,8 GB,DDR4,Sí,256 GB,SSD,Windows 10 Home,Dedicada,Intel UHD Graphics,60Hz,1,1,2,1,1,Jack 3.5  mm,Sí,5.0,No,HD 1MP,Sí,TrueHarmony,Sí,2,No,Sí,No,Ion Litio (Li-Ion) 3 celdas,Hasta 8 horas,48W,17.95 mm,363.4 mm,250.5 mm,1.9 kg,No,Adaptador de corriente, Cable alimentación,1 año"
"Laptop Asus Vivobook Pro 16X OLED N7600PC 16"" Intel Core i7-11370H 512GB SSD 16GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-asus-n7600pc-l2001w-16-intel-core-i7-11370h-512gb-ssd-16gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/n/7/n7600pc-l2001w_1.jpg,ASUS,"7,299.00","7,799.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Bahía de almacenamiento expandible, Memoria RAM máxima soportada, Tipo de ranuras para memoria, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Memoria tarjeta gráfica, Modelo de tarjeta gráfica, Entradas HDMI, Entradas USB 2.0, Entradas USB 3.2, Thunderbolt, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Tipo de carga, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Garantía del proveedor","ASUS,N7600PC-L2001W,16"",OLED,4K,3840 x 2400 px,Intel Core i7-11370H,4,3.3 GHz,16 GB,DDR4,No,Hasta 16 GB,Micro SD,512 GB,SSD,Windows 11 Home,Dedicada,4 GB,NVIDIA GeForce RTX 3050,1,2,1,1,Sí,5.0,No,HD 720 px,Sí,harman/kardon ,Sí,Sí,Sí,No,6-cell Li-ion,96WHrs, 3S2P, 6-cell Li-ion,2590 mm,3605 mm,189 mm,1.95 kg,No,1 año"
"Laptop Acer A515-56-76D1 15.6"" Intel Core i7-1165G7 512GB SSD 12GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-acer-a515-56-76d1-15-6-intel-core-i7-1165g7-512gb-ssd-12gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/a/5/a515-56-76d1_mesa_de_trabajo_1_copia_16.jpg,ACER,"3,399.00","3,699.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Bahía de almacenamiento expandible, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Modelo de tarjeta gráfica, Tasa de refresco, Entradas HDMI, Entradas USB 2.0, Entradas USB 3.1, Entradas USB tipo C, Puertos RJ45, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","ACER,A515-56-76D1,15.6"",LED IPS,FHD,1920x1080 px, i7-1165G7 11va,Quad Core,2.80 Ghz,12 GB,DDR4,Sí,512 GB,SSD,Windows 10 Home,Dedicada,Intel Iris Xe Graphics,60Hz,1,1,2,1,1,Jack 3.5  mm,Sí,5.0,No,HD 1MP,Sí,TrueHarmony,Sí,2,No,Sí,No,Ion Litio (Li-Ion) 3 celdas,Hasta 9.5 horas,48W,17.95 mm,363.4 mm,238.5 mm,1.9 kg,No,Adaptador de corriente, Cable alimentación,1 año"
"Laptop Asus N7600PC-L2177W 16"" Intel Core i7-11370H 512GB SSD 16GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-asus-n7600pc-l2177w-16-intel-core-i7-11370h-512gb-ssd-16gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/n/7/n7600pc-l2177w_1.jpg,ASUS,"7,199.00","7,999.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Bahía de almacenamiento expandible, Memoria RAM máxima soportada, Tipo de ranuras para memoria, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Memoria tarjeta gráfica, Modelo de tarjeta gráfica, Entradas USB 2.0, Entradas USB 3.2, Thunderbolt, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Tipo de carga, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Garantía del proveedor","ASUS,N7600PC-L2177W,16"",OLED,4K,3840 x 2400 px,Intel Core i7-11370H,4,3.3 GHz,16 GB,DDR4,No,Hasta 16 GB,Micro SD,512 GB,SSD,Windows 11 Home,Dedicada,4 GB,NVIDIA GeForce RTX 3050,2,1,1,Jack 3.5  mm,Sí,5.0,No,720P HD IR,Sí,harman/kardon ,Sí,Sí,No,Sí,6-cell Li-ion,96WHrs, 3S2P, 6-cell Li-ion,2590 mm,3605 mm,189 mm,1.95 kg,No,1 año"
"Laptop LG Gram 16Z90P-G.AH85B4 16"" Intel i7 11a Generación Evo 512GB SSD 16GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-lg-gram-16z90p-g-ah85b4-16-intel-i7-11a-generacion-evo-512gb-ssd-16gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/g/r/gram-16z90p-b.jpg,LG,"5,499.00","5,999.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Bahía de almacenamiento expandible, Tipo de ranuras para memoria, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Modelo de tarjeta gráfica, Tasa de refresco, Angulo de visión, Entradas HDMI, Entradas USB 3.2, Entradas USB tipo C, Puertos RJ45, Thunderbolt, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Tipo de carga, Tipo adaptador alimentación, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Garantía del proveedor","LG,16Z90P-G.AH85B4,16"",LCD IPS,WQXGA,2560x1600 px,Intel 11th Generation i7 EVO,Quad Core,2.8 GHz,16 GB,No,SD, Micro SD,512 GB,SSD,Windows 11 Home,Integrada,Intel Iris Xe Graphics,60Hz,178° x 178°,1,2,1,1,1,Sí,5.1,No,HD 720 px,No,DTS X Ultra,Sí,2,Sí,Sí,Sí,Batería de 4 celdas 80 Wh,Hasta 22 horas,80 Wh Li-Ion / 4 Celdas /Duración de bateria hasta 22 horas.,Adaptador PD tipo C de 65 W, tipo escritorio negro, con cable de alimentación,355.9 mm,243.4 mm,16.8 mm,1,190 gramos,No,1 año"
"Laptop Gamer Acer AN515-55-74NH 15.6"" 10th Gen Intel Ci710750H 512GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-gamer-acer-an515-55-74nh-15-6-10th-gen-intel-ci710750h-512gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/2/126029_1.jpg,ACER,"4,689.00","5,099.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Bahía de almacenamiento expandible, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Memoria tarjeta gráfica, Modelo de tarjeta gráfica, Tasa de refresco, Entradas HDMI, Entradas USB 3.1, Entradas USB tipo C, Puertos RJ45, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","ACER,AN515-55-74NH,15.6"",LCD,FHD IPS,1920x1080 px,10th Gen Intel Ci7 10750H,Hexa Core,2.6 Ghz,8 GB,DDR4,Sí,512 GB,SSD,Windows 10 Home,Dedicada,4 GB,NVIDIA GeForce GTX 1650,60Hz,1,3,1,1,1,Sí,5.0,No,1 MP,Sí,Dolby audio,Sí,2,No,Sí,Sí,Ion Litio (Li-Ion) 4 celdas,Hasta 8 horas, según condiciones de uso.,57w,23.90 mm,363.4 mm,255 mm,2.30 kg,No,Adaptador de corriente, Cable alimentación,1 año"
"Laptop Lenovo 82KT009NLM 14"" AMD Ryzen 3 5300U 256GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-lenovo-82kt009nlm-14-amd-ryzen-3-5300u-256gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/2/126799_1_1.jpg,LENOVO,"2,399.00","2,399.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Memoria RAM máxima soportada, Tipo de ranuras para memoria, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Modelo de tarjeta gráfica, Entradas HDMI, Entradas USB 2.0, Entradas USB 3.2, Entradas USB tipo C, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Tipo adaptador alimentación, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Garantía del proveedor","LENOVO,82KT009NLM,14"",TN  Antirreflejo,FHD,1920x1080 px,AMD Ryzen 3 5300U,Quad Core,2.6 GHz,8 GB,DDR4,3200 MHz,Sí,Hasta 12 GB,SD, SDHC, SDXC, MMC,256 GB,SSD,Windows 10 Home,Integrada,Gráficos AMD Radeon integrados,1,1,1,1,Jack 3.5  mm,Sí,5.0,No,HD 720 px,No,Dolby audio,Sí,2,No,No,No,Batería de 2 celdas 38 Wh,Hasta 7.5 horas,2 pin, Wall-mount,65W,1,99 cm,32,42 cm, 21,57 cm,1.41 kg,No,1 año"
"Laptop Miray LPM-BW15-i5 15.6"" Intel Core i5-8279U 512 GB SSD 8 GB RAM Silver",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-miray-lpm-bw15-i5-15.6-intel-core-i5-8279u-512-gb-ssd-8-gb-ram-silver,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/2/124092-01.jpg,MIRAY,"1,599.00","2,699.00",Disponible más de 10 unidades," Marca, Modelo, Color, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tasa de refresco, Angulo de visión, Entradas HDMI, Entradas USB 3.0, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo adaptador alimentación, Alto, Ancho, Profundidad, Peso, Alto empaque, Ancho empaque, Profundidad empaque, Peso con empaque, Incluye lápiz táctil, Incluye, Garantía del proveedor","MIRAY,LPM-BW15-i5,Silver,15.6"",Mate IPS,FHD,1920x1080 px,Intel Core  i5-8279U,4,8 GB,DDR4,2400 MHz,No,512 GB,SSD,Windows 10 Home,60 Hz,140 °,1,2,3.5mm estéreo,Sí,Sí,No,2.0 MP,No,Sí,2,No,Sí,No,AC/DC,24 cm,36 cm,2 cm,1.7 Kg,27.5 cm,45 cm,6 cm,2.3 Kg,No,Cargador,12 Meses"
"Laptop Gamer Asus TUF DASH F15 FX516PC 15.6"" Intel Core i7-11370H 512GB SSD 16GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-gamer-asus-fx516pc-hn004t-15-6-intel-core-i7-11370h-512gb-ssd-16gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/f/x/fx516pc-hn004t_1.jpg,ASUS,"5,099.00","5,799.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Memoria RAM máxima soportada, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Memoria tarjeta gráfica, Modelo de tarjeta gráfica, Angulo de visión, Entradas HDMI, Entradas USB 3.2, Display Port, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Bloqueo de seguridad, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Tipo adaptador alimentación, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Garantía del proveedor","ASUS,FX516PC-HN004T,15.6"",FHD,1920x1080 px,Intel Core i7-11370H Processor 3.3 GHz (12M Cache, up to 4.8 GHz, 4 cores),4,3.3 GHz,16 GB,DDR4,3200 MHz,Sí,Hasta 32 GB,512 GB,SSD M.2 PCIe NVMe,Windows 10 Home,4 GB,NVIDIA GeForce RTX 3050 Laptop GPU,85/85/85/85,1,3,1x Thunderbolt 4 support DisplayPort / power delivery, 3x USB 3.2 Gen 1 Type-A, 1x 3.5mm Combo Audio Jack,Jack 3.5  mm,Sí,5.1,No,No,Sí,2,No,No,Sí,76WHrs, 4S1P, 4-cell Li-ion,Conector AC,ø6.0, 180W AC Adapter, Output: 20V DC, 9A, 180W, Input: 100~240V AC, 50/60Hz universal,1.99 ~ 1.99 cm,36 cm,25 cm,2.00 Kg,No,1 año"
"Laptop LG Gram 17Z90P-G.AH86B4 17"" Intel i7 Evo 11a Generación 512GB SSD 16GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-lg-gram-17z90p-g-ah86b4-17-intel-i7-evo-11a-generacion-512gb-ssd-16gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/g/r/gram-17z90p-s_1_1.jpg,LG,"5,699.00","6,299.00",Disponible menos de 10 unidades," Marca, Modelo, Color, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Tipo de ranuras para memoria, Almacenamiento, Tipo de almacenamiento, Tipo de gráficos, Modelo de tarjeta gráfica, Tasa de refresco, Angulo de visión, Entradas HDMI, Entradas USB 3.2, Entradas USB tipo C, Puerto mini displaly, Thunderbolt, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Tipo de carga, Tipo adaptador alimentación, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","LG,17Z90P-G.AH86B4,Silver,17"",LED IPS,WQXGA,2560x1600 px,Intel i7 Evo 11a Generación,Quad Core,2.80 GHz,16 GB,LPDDR4,4266MHz,No,Micro SD,512 GB,SSD,Integrada,Intel Iris Xe Graphics,60Hz,178x178°,1,2,1,1,1,1,Sí,5.1,No,HD 720 px,No,Estéreo,Sí,2,Sí,Sí,Sí,80 Wh Li-Ion / 4 Celdas,Duración hasta 19.5 horas,65W,Adaptador PD tipo C de 65 W,260.1 mm,380.2 mm,17.8 mm,1350 gramos,No,Adaptador, Cable de poder,1 año"
"Laptop Asus Zenbook 14 UX435EG 14"" Intel Core i7-1165G7 512GB SSD 16GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-asus-ux435eg-k9185t-14-intel-core-i7-1165g7-512gb-ssd-16gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/u/x/ux435eg-k9185t_1.jpg,ASUS,"4,899.00","6,259.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Bahía de almacenamiento expandible, Tipo de ranuras para memoria, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Memoria tarjeta gráfica, Modelo de tarjeta gráfica, Angulo de visión, Entradas HDMI, Entradas USB 3.2, Thunderbolt, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Tipo de carga, Tipo adaptador alimentación, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","ASUS,UX435EG-K9185T,14"",FHD,1920x1080 px,Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores),4,2.8 GHz,16 GB,LPDDR4X,No,Micro SD,512 GB,SSD M.2 PCIe NVMe,Windows 10 Home,2 GB,NVIDIA GeForce MX450,IPS-level Panel,1,1,2x Thunderbolt 4 supports display,Jack 3.5 mm,Sí,5.0,No,HD camera con función IR para Windows Hello,Sí,Harman/kardon (Premium),Sí,No,No,Sí,63WHrs, 3S1P, 3-cell Li-ion,Normal,Conector AC,TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal,1.69 cm,31.9 cm,19.9 cm,1.19 kg,No,Funda,1 año"
"Laptop Gamer MSI GF63 THIN 10UC 15.6"" Intel Core i5-10500H 512GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-gamer-msi-gf63-thin-10uc-15-6-intel-core-i5-10500h-512gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/2/126176.png,MSI,"3,899.00","4,199.00",Disponible más de 10 unidades," Marca, Modelo, Color, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Memoria RAM máxima soportada, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Memoria tarjeta gráfica, Modelo de tarjeta gráfica, Tasa de refresco, Angulo de visión, Entradas HDMI, Entradas USB 3.1, Entradas USB tipo C, Puertos RJ45, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Tipo de carga, Tipo adaptador alimentación, Consumo, Alto, Ancho, Profundidad, Peso, Alto empaque, Ancho empaque, Profundidad empaque, Peso con empaque, Incluye lápiz táctil, Incluye, Garantía del proveedor","MSI,GF63 THIN 10UC,Negro,15.6"",LCD IPS,FHD,1920x1080 px,Intel Core i5-10500H 10° Generación,Hexa Core,2.50 GHz ~ 4.50 GHz,8 GB,DDR4,2933 MHz,Sí,Hasta 64 GB,512 GB,SSD,Windows 10 Home,Dedicada,4 GB,NVIDIA GeForce RTX 3050 Laptop GPU, 4GB GDDR6,60Hz,178x178°,1,3,1,1,Si,Sí,5.1,No,HD type (30fps@720p),Sí,Nahimic,Sí,2,No,No,Sí,Polímero de litio de 3 celdas 51 Wh,Hasta 4 horas,Normal,Conector AC/DC,Adaptador de 120W,21.7 mm,359 mm,254 mm,1.86 kg,32.9 cm,9 cm,47.8 cm,3.44 kg,No,Adaptador de corriente, Cable alimentación, Manual del usuario,1 año"
