Titulo,Link,Link_img,Marca,Precio_Online,Precio_Normal,Cant_disponible,Atributos,Detalles
"Laptop Lenovo IdeaPad 5 14"" AMD Ryzen 5 - 5500U 256GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-lenovo-ideapad-5-14-amd-ryzen-5-5500u-256gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/2/126003_6.jpg,LENOVO,"2,399.00","2,699.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Memoria RAM máxima soportada, Tipo de ranuras para memoria, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Modelo de tarjeta gráfica, Entradas HDMI, Entradas USB 3.1, Entradas USB tipo C, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Tipo de teclado, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Tipo de carga, Tipo adaptador alimentación, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","LENOVO,IdeaPad 5,14"",TN  Antirreflejo,FHD,1920x1080 px,AMD Ryzen 5 - 5500U Serie 5000,Hexa Core,2.1 GHz,8 GB,DDR4,3200 MHz,No,Hasta 8 GB,SD, SDHC, SDXC, MMC, 4 en 1,256 GB,SSD,Windows 10 Home,Integrada,AMD Radeon Graphics,1,2,1,Jack 3.5 mm,Sí,5.0,No,HD 720 px con obturador de privacidad,No,Dolby audio,Sí,2,No,No,Español,No,Polímero de litio 44.5 Wh,Hasta 6.5 horas, según condiciones de uso,Carga rápida (carga hasta el 80 % en 1 hora),2-pin, Wall-mount,65W,1.79 - 1.99 cm,32.1 cm,21.1 cm,1.39 kg,No,Adaptador de corriente, Cable alimentación,1 año"
"Laptop Gamer Acer AN515-55-78GV 15.6"" Intel Core i7-10750H 512GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-gamer-acer-an515-55-78gv-15-6-intel-core-i7-10750h-512gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/2/125768.jpg,ACER,"5,299.00","5,899.00",Disponible menos de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Bahía de almacenamiento expandible, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Memoria tarjeta gráfica, Modelo de tarjeta gráfica, Tasa de refresco, Entradas HDMI, Entradas USB 3.2, Entradas USB 3.2 tipo C, Puertos RJ45, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","ACER,AN515-55-78GV,15.6"",LCD,FHD IPS,1920x1080 px,Intel Core i7-10750H,Hexa Core,2.60 GHz,8 GB,DDR4,Sí,512 GB,SSD,Windows 10 Home,Dedicada,6 GB,Nvida GTX3060,144 Hz,1,3,1,1,1,Sí,5.0,No,Si,No,Dolby audio,Sí,2,No,Sí,Sí,Ion Litio (Li-Ion) 4 celdas,Hasta 6 horas, según condiciones de uso,57w,23.90 mm,363.4 mm,255 mm,2.30 kg,No,Adaptador de corriente, Cable alimentación,1 año"
"Laptop HP 15-dy2050la 15.6"" Intel Core i3-1115G4 256GB+16 SSD+Optane 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-hp-15-dy2050la-15-6-intel-core-i3-1115g4-256gb-16-ssd-optane-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/_/1_189.jpg,HP,"2,399.00","2,399.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Tipo de ranuras para memoria, Almacenamiento, Tipo de almacenamiento, Memoria optane, Sistema Operativo, Modelo de tarjeta gráfica, Entradas HDMI, Entradas USB tipo C, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Tipo adaptador alimentación, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Garantía del proveedor","HP,15-dy2050la,15.6"",HD,1366x768 px,Intel Core i3-1115G4,4,1,3 GHz hasta 3,9 GHz,8 GB,DDR4,2666MT/s,No,SD multiformato,256 GB,SSD,16 GB,Windows 10 SLEM,UMA,1,1,1,Sí,4.2,No,Cámara HD HP TrueVision de 720p con micrófonos digitales integrados de doble matriz,Sí,Sí,2,Sí,Sí,No,Iones de litio de 3 celdas y 41 Wh,1 AC smart pin,1,79 cm,35,85 cm,24,2 cm,1,69 kg,No,1 año"
"Laptop Miray LPM-BW15-i3 15.6"" Intel Core i3-6157U 256 GB SSD 16 GB RAM Silver",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-miray-lpm-bw15-i3-15.6-intel-core-i3-6157u-256-gb-ssd-16-gb-ram-silver,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/2/124091-01.jpg,MIRAY,"1,399.00","2,299.00",Disponible más de 10 unidades," Marca, Modelo, Color, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tasa de refresco, Angulo de visión, Entradas HDMI, Entradas USB 3.0, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo adaptador alimentación, Alto, Ancho, Profundidad, Peso, Alto empaque, Ancho empaque, Profundidad empaque, Peso con empaque, Incluye lápiz táctil, Incluye, Garantía del proveedor","MIRAY,LPM-BW15-i3,Silver,15.6"",Mate IPS,FHD,1920x1080 px,Intel Core i3-6157U,2,16 GB,DDR4,2133 MHz,No,256 GB,SSD,Windows 10 Home,60 Hz,180 °,1,2,3.5mm estéreo,Sí,Sí,No,2.0 MP,No,Sí,2,No,Sí,No,AC/DC,23 cm,36  cm,2 cm,1.7 Kg,29.5 cm,48.5 cm,6 cm,2.9 Kg,No,Cargador,12 Meses"
"Laptop Acer A315-57G-53R9 15.6"" 10th Gen Intel Ci5 1035G1 256GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-acer-a315-57g-53r9-15-6-10th-gen-intel-ci5-1035g1-256gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/2/126239_1.jpg,ACER,"2,499.00","2,899.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Bahía de almacenamiento expandible, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Memoria tarjeta gráfica, Modelo de tarjeta gráfica, Tasa de refresco, Entradas HDMI, Entradas USB 2.0, Entradas USB 3.1, Puertos RJ45, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","ACER,A315-57G-53R9,15.6"",LCD LED,FHD IPS,1920x1080 px,10th Gen Intel Ci5 1035G1,Quad Core,1.0 Ghz,8 GB,DDR4,Sí,256 GB,SSD,Windows 10 Home,Dedicada,2 GB,NVIDIA GeForce MX330,60Hz,1,2,1,1,1,Sí,4.2,No,0.3MP,Sí,TrueHarmony,Sí,2,No,Sí,No,Ion Litio (Li-Ion) 3 celdas,Hasta 8 horas,36W,19,90 mm,363,4 mm,247,5 mm,1,9 kg,No,Adaptador de corriente, Cable alimentación,1 año"
"Laptop MSI Modern 15 A11ML 15.6"" Intel Core i7-1165G7 512GB SSD 16GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-msi-modern-15-a11ml-15-6-intel-core-i7-1165g7-512gb-ssd-16gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/o/1/o1-1.jpg,MSI,"4,699.00","5,699.00",Disponible menos de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Tipo de ranuras para memoria, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Modelo de tarjeta gráfica, Tasa de refresco, Angulo de visión, Entradas HDMI, Entradas USB 3.1, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Tipo de carga, Tipo adaptador alimentación, Consumo, Alto, Ancho, Profundidad, Peso, Alto empaque, Ancho empaque, Profundidad empaque, Peso con empaque, Incluye lápiz táctil, Incluye, Garantía del proveedor","MSI,Modern 15 A11ML,15.6"",LCD IPS, 72%NTSC IPS-Level,FHD,1920x1080 px,Intel Core i7-1165G7 11° Generación,Quad Core,2.80 GHz ~ 4.70 GHz,16 GB,DDR4,3200 MHz,Sí,Micro SD,512 GB,NVMe PCIe Gen3x4 SSD,Windows 10 Home,Integrada,Intel Iris Xe graphics,60 Hz,178x178°,1,3,1,Sí,5.1,No,Tipo HD (30 fps a 720p),No,Nahimic,Sí,2,No,No,Sí,Polímero de litio de 3 celdas 52 Wh,Hasta 6 horas,Normal,Conector AC/DC,Adaptador de 65W,16.9 mm,356.8 mm,233.75 mm,1.6 kg,36.4 cm,10 cm,49.8 cm,3.15 kg,No,Adaptador de corriente, Cable alimentación,1 año"
"Laptop Gaming Dell G5 5515 15.6"" AMD Ryzen 5 5600H 512GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-gaming-dell-g5-5515-15-6-amd-ryzen-5-5600h-512gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/2/125221.jpg,DELL,"5,499.00","5,799.00",Disponible más de 10 unidades," Marca, Modelo, Color, Tamaño de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Memoria tarjeta gráfica, Modelo de tarjeta gráfica, Entradas USB 2.0, Entradas USB 3.2, Entradas USB tipo C, Puertos RJ45, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Bloqueo de seguridad, Micrófono integrado, Lector de huella digital, Teclado numérico, Tipo de teclado, Teclado retroiluminado, Tipo de Batería, Tipo adaptador alimentación, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Garantía del proveedor","DELL,G5 5515 - 6JHDC,Gris,15.6"",FHD,1920x1080 px,AMD Ryzen 5 5600H,6 Core,8 GB,DDR4,3200 MHz,No,512 GB,SSD,Windows 10 Home,4 GB,NVIDIA GeForce RTX 3050,2,1,1,1,Jack,Sí,Sí,No,Sí,Sí,No,Sí,Español,Sí,Batería de 3 celdas, 56WHr,Adaptador CA,24.9 mm,357.26 mm,272.83 mm,2.65kg aprox,No,1 año"
"Laptop Dell Inspiron 3511 YY3P3 15.6"" Intel Core i5-1135G7 256GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-dell-inspiron-3511-yy3p3-15-6-intel-core-i5-1135g7-256gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/d/e/dell_yy3p3_int_0.jpg,DELL,"2,799.00","2,999.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Memoria RAM máxima soportada, Tipo de ranuras para memoria, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Modelo de tarjeta gráfica, Tasa de refresco, Entradas HDMI, Entradas USB 2.0, Entradas USB 3.2, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Tipo adaptador alimentación, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","DELL,Inspiron 3511 YY3P3,15.6"",WVA,FHD,1920x1080 px,Intel Core i5-1135G7 de 11ma Generación,4,0,9 GHz - 2,4 GHz, hasta 4,2 GHz (Turbo),8 GB,DDR4,2666 MHz,No,Hasta 16 GB,SD,256 GB,SSD M.2 NVMe,Windows 11 Home,Integrada,Intel Iris Xe Graphics,60Hz,1,1,2,Si,Sí,Si,No,0,92 MP,No,Sí,2,No,Sí,No,3 celdas de Polímero de litio,Adaptador CA,65W,1,75 cm - 1,89 cm,358,5 mm,235,6 mm,1,73 kg,No,Cable de alimentación CA,1 año"
"Laptop Gamer Lenovo Legion 5 Pro 16"" AMD Ryzen 7 - 5800H 512GB SSD 16GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-gamer-lenovo-legion-5-pro-16-amd-ryzen-7-5800h-512gb-ssd-16gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/2/126261.png,LENOVO,"7,499.00","7,699.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Memoria RAM máxima soportada, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Memoria tarjeta gráfica, Modelo de tarjeta gráfica, Tasa de refresco, Angulo de visión, Entradas HDMI, Entradas USB 3.2, Entradas USB tipo C, Puertos RJ45, Puerto mini displaly, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Tipo de carga, Tipo adaptador alimentación, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","LENOVO,82JQ00BBLM,16"",IPS HDR400 Dolby Vision,WQXGA,2560x1600 px,AMD Ryzen 7 - 5800H Serie 5000,Octa Core,3.2 GHz,16 GB,DDR4,3200 MHz,No,Hasta 32 GB,512 GB,SSD,Windows 11 Home,Dedicada,8 GB,NVIDIA GeForce RTX 3070,165 Hz,178°,1,4,2,1,1,Jack 3.5  mm,Sí,5.1,No,HD 720 px con obturador electrónico de privacidad,No,Nahimic,Sí,2,No,Sí,Sí,Polímero de litio 80 Wh,Hasta 8.1 horas,Rapid Charge Pro (carga hasta un 50% en 30 min),Punta delgada (3 pines),300 W,2.17 - 2.68 cm,35.6 cm,26 - 26.4 cm,2.45 kg,No,Adaptador de corriente, Cable alimentación,1 año"
"Laptop Dell Inspiron 3515 D6DM6 15.6"" AMD Ryzen 5-3450U 256GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-dell-inspiron-3515-d6dm6-15-6-amd-ryzen-5-3450u-256gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/d/e/dell_d6dm6_int_1-_1_.jpg,DELL,"2,199.00","2,299.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Memoria RAM máxima soportada, Tipo de ranuras para memoria, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Modelo de tarjeta gráfica, Tasa de refresco, Entradas HDMI, Entradas USB 2.0, Entradas USB 3.2, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Tipo de teclado, Teclado retroiluminado, Tipo de Batería, Tipo adaptador alimentación, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","DELL,Inspiron 3515 D6DM6,15.6"",TN,HD,1366x768 px,AMD Ryzen 5-3450U,4,2,1 GHz - 3,5 GHz,8 GB,DDR4,2400 MHz,No,Hasta 16 GB,SD, SDHC, SDXC,256 GB,SSD M.2 NVMe,Windows 11 Home,Integrada,AMD Radeon Vega 8,60Hz,1,1,2,Si,Sí,Si,No,0,92 MP,No,Sí,2,No,Sí,Español,No,3 celdas de Polímero de litio,Adaptador CA,65W,1,75 cm,358,5 mm,235,6 mm,1,71 kg,No,Cable de alimentación CA,1 año"
"Laptop Acer A315-57G-57MY 15.6"" 10th Gen Intel Ci5 1035G1 512GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-acer-a315-57g-57my-15-6-10th-gen-intel-ci5-1035g1-512gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/2/126240_1.jpg,ACER,"2,699.00","3,099.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Bahía de almacenamiento expandible, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Memoria tarjeta gráfica, Modelo de tarjeta gráfica, Tasa de refresco, Entradas HDMI, Entradas USB 2.0, Entradas USB 3.1, Puertos RJ45, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Duración de la batería, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","ACER,A315-57G-57MY,15.6"",LCD LED,FHD IPS,1920x1080 px,10th Gen Intel Ci5 1035G1,Quad Core,1.3 Ghz,8 GB,DDR4,Sí,512 GB,SSD,Windows 10 Home,Dedicada,2 GB,NVIDIA GeForce MX330,60Hz,1,2,1,1,1,Sí,4.2,No,0.3MP,Sí,TrueHarmony,Sí,2,No,Sí,No,Ion Litio (Li-Ion) 3 celdas,Hasta 8 horas,36W,19,90 mm,363,4 mm,247,5 mm,1,9 kg,No,Adaptador de corriente, Cable alimentación,1 año"
"Laptop Dell Inspiron 3511 DNH4W 15.6"" Intel Core i5-1135G7 1TB HDD + 256GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-dell-inspiron-3511-dnh4w-15-6-intel-core-i5-1135g7-1tb-hdd-256gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/2/126228.jpg,DELL,"3,349.00","3,499.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Memoria RAM máxima soportada, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Modelo de tarjeta gráfica, Tasa de refresco, Entradas HDMI, Entradas USB 2.0, Entradas USB 3.2, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Tipo adaptador alimentación, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","DELL,Inspiron 3511 DNH4W,15.6"",WVA,FHD,1920x1080 px,Intel Core i5-1135G7 de 11ma Generación,4,0,9 GHz - 2,4 GHz, hasta 4,2 GHz (turbo),8 GB,DDR4,3200 MHz,No,Hasta 16 GB,1TB HDD + 256GB SSD,HDD y SSD,Windows 11 Home,NVIDIA GeForce MX350,60Hz,1,1,1,Si,Sí,Si,No,0,92 MP,No,Sí,2,No,Sí,No,3 celdas de Polímero de litio,Adaptador CA,65W,1,75 cm - 1,89 cm,358,5 mm,235,6 mm,1,73 kg,No,Cable de alimentación CA,1 año"
"Laptop Gamer Dell G15 5511 JPMK1 15.6"" Intel Core i7-11800H 512GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-gamer-dell-g15-5511-jpmk1-15-6-intel-core-i7-11800h-512gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/1/2/126243.png,DELL,"5,899.00","6,099.00",Disponible menos de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Memoria RAM máxima soportada, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Memoria tarjeta gráfica, Modelo de tarjeta gráfica, Tasa de refresco, Entradas HDMI, Entradas USB 3.2, Entradas USB 3.2 tipo C, Puertos RJ45, Thunderbolt, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Sistema de sonido, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Tipo de teclado, Teclado retroiluminado, Tipo de Batería, Tipo adaptador alimentación, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","DELL,G15 5511 JPMK1,15.6"",WVA,FHD,1920x1080 px,Intel Core i7-11800H,8 núcleos,hasta 4,6 GHz,8 GB,DDR4,3200 MHz,No,Hasta 32 GB,512 GB,SSD M.2 NVMe,Windows 11 Home,4 GB,Integrada: Intel UHD Graphics, Discreta: NVIDIA GeForce RTX 3050,120 Hz,1,3,1,1,Si,Si,Sí,5.2,No,0,92 MP HD,No,Nahimic 3D Audio,Sí,2,No,Sí,Español,Sí,3 celdas de Ión de litio,Adaptador CA,180 W,2,13 cm - 2,53 cm,357,3 mm,272,1 mm,2,81 kg,No,Cable de alimentación CA,1 año"
"Laptop Dell Inspiron 3511 H7W58 15.6"" Intel Core i3-1115G4 256GB SSD 8GB RAM",https://hiraoka.com.pe/computo-y-tecnologia/computadoras/laptops/laptop-dell-inspiron-3511-h7w58-15-6-intel-core-i3-1115g4-256gb-ssd-8gb-ram,https://hiraoka.com.pe/media/catalog/product/cache/a357cb11a228eb6f7f15c0ee1ff203af/d/e/dell_h7w58_int_0.jpg,DELL,"1,899.00","2,439.00",Disponible más de 10 unidades," Marca, Modelo, Tamaño de Pantalla, Tipo de Pantalla, Definición de Pantalla, Resolución de Pantalla, Procesador, Núcleos del procesador, Velocidad del procesador, Memoria RAM, Tipo de memoria RAM, Velocidad de memoria RAM, Bahía de almacenamiento expandible, Memoria RAM máxima soportada, Almacenamiento, Tipo de almacenamiento, Sistema Operativo, Tipo de gráficos, Modelo de tarjeta gráfica, Tasa de refresco, Entradas HDMI, Entradas USB 2.0, Entradas USB 3.2, Entrada de audio, Wifi integrado, Bluetooth, Pantalla touch, Webcam, Bloqueo de seguridad, Micrófono integrado, Cantidad de parlantes, Lector de huella digital, Teclado numérico, Teclado retroiluminado, Tipo de Batería, Tipo adaptador alimentación, Consumo, Alto, Ancho, Profundidad, Peso, Incluye lápiz táctil, Incluye, Garantía del proveedor","DELL,Inspiron 3511 H7W58,15.6"",TN,HD,1366x768 px,Intel Core i3-1115G4 de 11ma Generación,2,1,7 GHz - 3 GHz, hasta 4,1 GHz (turbo),8 GB,DDR4,2666 MHz,No,Hasta 16 GB,256 GB,SSD M.2 NVMe,Windows 11 Home,Integrada,Intel UHD Graphics,60Hz,1,1,2,Si,Sí,Si,No,0,92 MP,No,Sí,2,No,Sí,No,3 celdas de Polímero de litio,Adaptador CA,65W,1,75 cm - 1,89 cm,358,5 mm,235,6 mm,1,73 kg,No,Cable de alimentación CA,1 año"
